CMDLINE C:\Users\kitech_ginje\AppData\Local\Programs\Python\Python39\python.exe '2 truncate & pad 0611.py'
MEM 1.558594 1782030886.3227
MEM 15.269531 1782030886.4357
MEM 22.656250 1782030886.5467
MEM 29.187500 1782030886.6587
MEM 34.863281 1782030886.7707
MEM 39.031250 1782030886.8828
MEM 43.554688 1782030886.9948
MEM 55.289062 1782030887.1068
MEM 65.824219 1782030887.2188
MEM 76.242188 1782030887.3308
MEM 81.921875 1782030887.4428
MEM 91.699219 1782030887.5548
MEM 99.968750 1782030887.6658
MEM 111.285156 1782030887.7778
MEM 121.652344 1782030887.8898
MEM 129.097656 1782030888.0018
MEM 132.371094 1782030888.1138
MEM 137.093750 1782030888.2259
MEM 142.273438 1782030888.3379
MEM 149.042969 1782030888.4460
MEM 172.492188 1782030888.5575
MEM 184.648438 1782030888.6695
MEM 196.457031 1782030888.7816
MEM 204.707031 1782030888.8936
MEM 214.957031 1782030889.0056
MEM 227.433594 1782030889.1176
MEM 278.468750 1782030889.2296
MEM 330.367188 1782030889.3416
MEM 428.644531 1782030889.4536
MEM 452.894531 1782030889.5656
MEM 478.144531 1782030889.6776
MEM 725.960938 1782030889.7896
MEM 322.257812 1782030889.9010
MEM 329.730469 1782030890.0130
MEM 329.496094 1782030890.1251
MEM 328.117188 1782030890.2370
MEM 329.531250 1782030890.3490
MEM 325.703125 1782030890.4610
MEM 338.488281 1782030890.5730
MEM 329.531250 1782030890.6851
MEM 337.378906 1782030890.7971
MEM 329.531250 1782030890.9091
MEM 333.648438 1782030891.0211
MEM 329.531250 1782030891.1331
MEM 329.957031 1782030891.2451
MEM 339.992188 1782030891.3571
MEM 329.535156 1782030891.4691
MEM 329.535156 1782030891.5811
MEM 329.535156 1782030891.6921
MEM 339.238281 1782030891.8041
MEM 329.535156 1782030891.9161
MEM 329.535156 1782030892.0544
MEM 329.535156 1782030892.1554
MEM 340.230469 1782030892.2675
MEM 329.535156 1782030892.3795
MEM 337.210938 1782030892.4915
MEM 329.535156 1782030892.6035
MEM 337.023438 1782030892.7155
MEM 329.597656 1782030892.8275
MEM 336.214844 1782030892.9395
MEM 329.535156 1782030893.0515
MEM 334.144531 1782030893.1625
MEM 329.597656 1782030893.2745
MEM 331.062500 1782030893.3865
MEM 329.597656 1782030893.4985
MEM 330.335938 1782030893.6105
MEM 329.597656 1782030893.7226
MEM 330.816406 1782030893.8346
MEM 329.597656 1782030893.9466
MEM 330.191406 1782030894.0586
MEM 341.804688 1782030894.1706
MEM 329.597656 1782030894.2826
MEM 341.210938 1782030894.3946
MEM 329.597656 1782030894.5066
MEM 338.222656 1782030894.6186
MEM 329.597656 1782030894.7306
MEM 337.218750 1782030894.8426
MEM 329.597656 1782030894.9546
MEM 333.980469 1782030895.0666
MEM 329.597656 1782030895.1787
MEM 329.597656 1782030895.2907
MEM 341.804688 1782030895.4027
MEM 329.597656 1782030895.5147
MEM 341.804688 1782030895.6267
MEM 329.597656 1782030895.7387
MEM 337.968750 1782030895.8507
MEM 329.597656 1782030895.9627
MEM 335.238281 1782030896.0747
MEM 329.597656 1782030896.1867
MEM 331.449219 1782030896.2988
MEM 341.804688 1782030896.4098
MEM 329.597656 1782030896.5218
MEM 337.746094 1782030896.6333
MEM 329.597656 1782030896.7453
MEM 333.906250 1782030896.8573
MEM 329.597656 1782030896.9693
MEM 329.597656 1782030897.0813
MEM 341.804688 1782030897.1933
MEM 329.597656 1782030897.3053
MEM 335.136719 1782030897.4174
MEM 329.597656 1782030897.5294
MEM 330.921875 1782030897.6414
MEM 341.804688 1782030897.7534
MEM 329.597656 1782030897.8654
MEM 338.519531 1782030897.9774
MEM 329.597656 1782030898.0894
MEM 333.957031 1782030898.2014
MEM 329.597656 1782030898.3134
MEM 329.597656 1782030898.4254
MEM 341.804688 1782030898.5374
MEM 329.597656 1782030898.6494
MEM 340.378906 1782030898.7614
MEM 329.597656 1782030898.8734
MEM 335.515625 1782030898.9854
MEM 329.597656 1782030899.0974
MEM 331.699219 1782030899.2094
MEM 341.804688 1782030899.3214
MEM 329.597656 1782030899.4334
MEM 341.468750 1782030899.5454
MEM 329.597656 1782030899.6570
MEM 337.261719 1782030899.7690
MEM 329.597656 1782030899.8810
MEM 333.691406 1782030899.9930
MEM 329.597656 1782030900.1050
MEM 329.597656 1782030900.2172
MEM 341.804688 1782030900.3290
MEM 329.597656 1782030900.4410
MEM 336.742188 1782030900.5530
MEM 329.597656 1782030900.6650
MEM 331.457031 1782030900.7770
MEM 339.617188 1782030900.8890
MEM 329.597656 1782030901.0010
MEM 332.738281 1782030901.1131
MEM 329.597656 1782030901.2251
MEM 329.597656 1782030901.3371
MEM 341.804688 1782030901.4491
MEM 336.269531 1782030901.5601
MEM 417.250000 1782030901.6721
MEM 594.734375 1782030901.7841
MEM 153.750000 1782030901.8961
MEM 141.503906 1782030902.0082
