CMDLINE C:\Users\kitech_ginje\AppData\Local\Programs\Python\Python39\python.exe '2 truncate & pad 0620.py'
MEM 1.675781 1782025512.5933
MEM 14.828125 1782025512.6963
MEM 22.007812 1782025512.8083
MEM 28.046875 1782025512.9204
MEM 31.449219 1782025513.0323
MEM 36.527344 1782025513.1443
MEM 40.753906 1782025513.2563
MEM 43.597656 1782025513.3675
MEM 51.609375 1782025513.4780
MEM 63.707031 1782025513.5894
MEM 70.433594 1782025513.7014
MEM 75.847656 1782025513.8134
MEM 81.843750 1782025513.9248
MEM 88.128906 1782025514.0368
MEM 93.753906 1782025514.1488
MEM 100.175781 1782025514.2608
MEM 109.296875 1782025514.3728
MEM 115.570312 1782025514.4848
MEM 120.921875 1782025514.5968
MEM 124.656250 1782025514.7080
MEM 127.472656 1782025514.8190
MEM 131.011719 1782025514.9300
MEM 133.000000 1782025515.0420
MEM 136.621094 1782025515.1530
MEM 140.214844 1782025515.2650
MEM 141.554688 1782025515.3771
MEM 141.554688 1782025515.4886
MEM 141.554688 1782025515.5988
MEM 141.554688 1782025515.7080
MEM 141.554688 1782025515.8192
MEM 141.554688 1782025515.9296
MEM 141.554688 1782025516.0400
MEM 141.554688 1782025516.1495
MEM 141.554688 1782025516.2602
MEM 141.554688 1782025516.3686
MEM 141.554688 1782025516.4789
MEM 141.554688 1782025516.5901
MEM 141.554688 1782025516.7015
MEM 160.164062 1782025516.8128
MEM 173.812500 1782025516.9249
MEM 180.714844 1782025517.0359
MEM 185.863281 1782025517.1479
MEM 189.871094 1782025517.2599
MEM 196.007812 1782025517.3739
MEM 206.171875 1782025517.4829
MEM 214.167969 1782025517.5939
MEM 220.179688 1782025517.7059
MEM 228.441406 1782025517.8179
MEM 297.640625 1782025517.9299
MEM 362.812500 1782025518.0409
MEM 433.351562 1782025518.1529
MEM 621.953125 1782025518.2659
MEM 667.089844 1782025518.3769
MEM 765.960938 1782025518.4889
MEM 421.464844 1782025518.5999
MEM 418.210938 1782025518.7119
MEM 419.378906 1782025518.8239
MEM 418.210938 1782025518.9359
MEM 424.414062 1782025519.0459
MEM 424.011719 1782025519.1581
MEM 421.277344 1782025519.2699
MEM 418.273438 1782025519.3810
MEM 418.273438 1782025519.4930
MEM 418.210938 1782025519.6050
MEM 417.789062 1782025519.7170
MEM 426.414062 1782025519.8290
MEM 424.906250 1782025519.9410
MEM 419.203125 1782025520.0520
MEM 418.273438 1782025520.1630
MEM 418.273438 1782025520.2750
MEM 418.273438 1782025520.3870
MEM 418.273438 1782025520.4990
MEM 419.968750 1782025520.6110
MEM 418.273438 1782025520.7290
MEM 421.238281 1782025520.8350
MEM 420.246094 1782025520.9470
MEM 418.273438 1782025521.0570
MEM 418.273438 1782025521.1690
MEM 418.273438 1782025521.2811
MEM 418.273438 1782025521.3931
MEM 418.273438 1782025521.5051
MEM 426.414062 1782025521.6171
MEM 426.414062 1782025521.7291
MEM 426.414062 1782025521.8411
MEM 426.414062 1782025521.9531
MEM 418.273438 1782025522.0641
MEM 418.273438 1782025522.1761
MEM 418.273438 1782025522.2881
MEM 418.273438 1782025522.4001
MEM 418.273438 1782025522.5121
MEM 426.390625 1782025522.6241
MEM 422.179688 1782025522.7361
MEM 420.335938 1782025522.8482
MEM 418.492188 1782025522.9592
MEM 418.273438 1782025523.0712
MEM 418.273438 1782025523.1832
MEM 418.273438 1782025523.2952
MEM 419.949219 1782025523.4073
MEM 420.187500 1782025523.5192
MEM 418.273438 1782025523.6312
MEM 418.914062 1782025523.7432
MEM 418.273438 1782025523.8552
MEM 418.273438 1782025523.9673
MEM 418.273438 1782025524.0792
MEM 426.414062 1782025524.1912
MEM 426.414062 1782025524.3032
MEM 423.468750 1782025524.4152
MEM 420.671875 1782025524.5272
MEM 418.273438 1782025524.6392
MEM 418.273438 1782025524.7512
MEM 418.273438 1782025524.8632
MEM 426.414062 1782025524.9752
MEM 423.343750 1782025525.0862
MEM 418.273438 1782025525.1972
MEM 418.273438 1782025525.3092
MEM 418.273438 1782025525.4212
MEM 418.273438 1782025525.5333
MEM 423.917969 1782025525.6453
MEM 426.289062 1782025525.7573
MEM 421.851562 1782025525.8693
MEM 419.125000 1782025525.9803
MEM 418.273438 1782025526.0923
MEM 418.273438 1782025526.2043
MEM 418.273438 1782025526.3163
MEM 418.273438 1782025526.4283
MEM 418.273438 1782025526.5393
MEM 426.414062 1782025526.6513
MEM 426.046875 1782025526.7623
MEM 423.554688 1782025526.8743
MEM 420.550781 1782025526.9863
MEM 418.273438 1782025527.0973
MEM 418.273438 1782025527.2093
MEM 418.273438 1782025527.3213
MEM 418.273438 1782025527.4333
MEM 426.414062 1782025527.5453
MEM 424.222656 1782025527.6573
MEM 422.664062 1782025527.7693
MEM 418.273438 1782025527.8813
MEM 447.890625 1782025527.9933
MEM 460.164062 1782025528.1054
MEM 472.187500 1782025528.2174
MEM 484.210938 1782025528.3294
MEM 490.222656 1782025528.4414
MEM 502.246094 1782025528.5514
MEM 428.046875 1782025528.6614
MEM 499.871094 1782025528.7734
MEM 494.972656 1782025528.8854
MEM 555.089844 1782025528.9964
MEM 814.925781 1782025529.1084
MEM 902.273438 1782025529.2204
MEM 427.132812 1782025529.3324
MEM 426.535156 1782025529.4444
MEM 422.128906 1782025529.5564
MEM 419.316406 1782025529.6684
MEM 419.316406 1782025529.7794
MEM 419.316406 1782025529.8914
MEM 419.316406 1782025530.0036
MEM 419.316406 1782025530.1194
MEM 424.628906 1782025530.2264
MEM 421.703125 1782025530.3384
MEM 419.316406 1782025530.4504
MEM 419.316406 1782025530.5614
MEM 420.011719 1782025530.6724
MEM 427.457031 1782025530.7835
MEM 423.722656 1782025530.8955
MEM 420.968750 1782025531.0075
MEM 419.316406 1782025531.1195
MEM 419.316406 1782025531.2315
MEM 419.316406 1782025531.3435
MEM 419.316406 1782025531.4555
MEM 419.316406 1782025531.5675
MEM 419.316406 1782025531.6795
MEM 421.050781 1782025531.7915
MEM 427.457031 1782025531.9035
MEM 427.457031 1782025532.0155
MEM 423.878906 1782025532.1275
MEM 421.914062 1782025532.2395
MEM 419.621094 1782025532.3505
MEM 419.316406 1782025532.4615
MEM 419.316406 1782025532.5736
MEM 419.316406 1782025532.6855
MEM 419.316406 1782025532.7965
MEM 419.316406 1782025532.9085
MEM 419.316406 1782025533.0195
MEM 427.457031 1782025533.1315
MEM 426.980469 1782025533.2425
MEM 422.812500 1782025533.3545
MEM 419.316406 1782025533.4666
MEM 419.316406 1782025533.5786
MEM 419.316406 1782025533.6906
MEM 419.316406 1782025533.8026
MEM 427.457031 1782025533.9136
MEM 427.457031 1782025534.0256
MEM 424.199219 1782025534.1376
MEM 422.000000 1782025534.2496
MEM 419.828125 1782025534.3616
MEM 419.316406 1782025534.4736
MEM 419.316406 1782025534.5856
MEM 419.316406 1782025534.6976
MEM 419.316406 1782025534.8096
MEM 419.316406 1782025534.9216
MEM 419.316406 1782025535.0336
MEM 427.457031 1782025535.1456
MEM 426.250000 1782025535.2576
MEM 422.949219 1782025535.3696
MEM 420.703125 1782025535.4816
MEM 419.316406 1782025535.5936
MEM 419.316406 1782025535.7056
